bowler,overs,maidens,runs,wickets,er,sr,avg,wides,noballs,team_id,dots,c1,c2,c3,c4,c6,inn_id,m_id,t_id
190,3,0,37,0,12.33,-1,-1,0,0,28,4,7,0,0,3,3,60,30,2
61,2,0,22,0,11,-1,-1,0,0,28,3,6,0,0,1,2,60,30,2
189,4,0,26,1,6.5,24,26,0,1,28,9,13,0,0,3,0,60,30,2
53,2.5,0,35,0,12.35,-1,-1,1,1,28,6,5,1,0,5,1,60,30,2
188,4,0,23,3,5.75,8,7.67,1,0,28,11,10,0,0,3,0,60,30,2
91,4,0,43,0,10.75,-1,-1,0,0,25,7,9,1,0,5,2,61,31,2
67,4,0,52,1,13,24,52,0,0,25,9,6,0,0,4,5,61,31,2
152,4,0,35,0,8.75,-1,-1,0,0,25,4,15,0,0,5,0,61,31,2
151,4,0,28,1,7,24,28,1,0,25,6,15,0,0,3,0,61,31,2
156,4,0,29,0,7.25,-1,-1,1,0,25,9,12,0,0,1,2,61,31,2
112,4,0,40,0,10,-1,-1,1,0,21,5,13,1,0,3,2,62,31,2
114,3.4,0,44,1,12,22,44,1,0,21,8,7,0,0,3,4,62,31,2
118,4,0,47,0,11.75,-1,-1,0,0,21,4,13,0,0,4,3,62,31,2
10,4,0,32,2,8,12,16,0,0,21,7,12,1,0,3,1,62,31,2
117,4,0,28,3,7,8,9.33,0,0,21,9,12,0,0,1,2,62,31,2
12,4,0,39,0,9.75,-1,-1,0,0,24,5,13,0,0,5,1,63,32,2
142,4,0,33,2,8.25,12,16.5,1,1,24,13,7,0,0,3,2,63,32,2
6,4,0,21,1,5.25,24,21,0,0,24,9,13,0,0,2,0,63,32,2
37,4,0,28,2,7,12,14,0,0,24,10,10,1,0,1,2,63,32,2
141,3,0,32,1,10.67,18,32,1,0,24,4,9,0,0,4,1,63,32,2
140,1,0,8,0,8,-1,-1,0,0,24,1,4,0,0,1,0,63,32,2
81,4,0,24,3,6,8,8,0,0,27,9,12,0,0,3,0,64,32,2
78,3.5,0,30,1,7.83,23,30,0,0,27,9,10,0,0,2,2,64,32,2
177,1,0,17,0,17,-1,-1,0,0,27,0,3,0,0,2,1,64,32,2
179,3,0,35,0,11.67,-1,-1,0,1,27,7,6,1,0,2,3,64,32,2
181,4,0,30,1,7.5,24,30,1,0,27,4,17,0,0,3,0,64,32,2
178,3,0,28,0,9.33,-1,-1,0,0,27,3,10,1,0,4,0,64,32,2
124,4,0,18,3,4.5,8,6,1,0,22,13,9,0,0,2,0,65,33,2
80,4,0,43,0,10.75,-1,-1,0,0,22,6,11,0,0,5,2,65,33,2
9,2,0,25,0,12.5,-1,-1,0,0,22,2,5,0,0,5,0,65,33,2
50,4,0,38,1,9.5,24,38,0,1,22,8,11,1,0,3,2,65,33,2
126,2,0,18,0,9,-1,-1,0,0,22,6,2,0,0,4,0,65,33,2
125,4,0,43,0,10.75,-1,-1,0,0,22,10,5,1,0,6,2,65,33,2
152,4,0,25,0,6.25,-1,-1,0,0,25,5,17,0,0,2,0,66,33,2
156,4,0,33,0,8.25,-1,-1,0,0,25,8,11,1,0,2,2,66,33,2
153,4,0,26,2,6.5,12,13,0,0,25,10,10,0,0,4,0,66,33,2
91,4,0,29,3,7.25,8,9.67,0,0,25,14,5,0,0,3,2,66,33,2
151,4,0,40,2,10,12,20,0,0,25,6,12,0,0,4,2,66,33,2
61,2,0,27,0,13.5,-1,-1,0,0,28,2,5,1,0,2,2,67,34,2
189,4,0,31,0,7.75,-1,-1,1,0,28,4,14,2,0,3,0,67,34,2
190,3,0,30,0,10,-1,-1,0,1,28,7,7,0,0,4,1,67,34,2
188,4,0,37,1,9.25,24,37,0,1,28,7,12,1,0,4,1,67,34,2
191,4,0,47,1,11.75,24,47,0,0,28,7,7,2,0,6,2,67,34,2
192,3,0,32,0,10.67,-1,-1,0,0,28,5,8,0,0,3,2,67,34,2
5,1,0,5,0,5,-1,-1,0,0,21,1,5,0,0,0,0,68,34,2
118,3,0,36,0,12,-1,-1,0,0,21,7,4,0,0,5,2,68,34,2
10,4,0,57,1,14.25,24,57,0,0,21,6,7,2,0,4,5,68,34,2
112,4,0,35,0,8.75,-1,-1,0,0,21,6,13,0,0,4,1,68,34,2
114,4,0,36,2,9,12,18,0,0,21,11,6,2,0,2,3,68,34,2
117,4,1,15,3,3.75,8,5,0,0,21,15,7,0,0,2,0,68,34,2
133,3,0,31,0,10.33,-1,-1,0,0,23,5,7,0,0,6,0,69,35,2
130,4,1,32,0,8,-1,-1,0,0,23,10,8,0,0,3,2,69,35,2
13,4,0,30,1,7.5,24,30,0,0,23,5,16,0,0,2,1,69,35,2
131,3,0,35,0,11.67,-1,-1,0,0,23,5,7,1,0,2,3,69,35,2
33,2,0,15,0,7.5,-1,-1,0,0,23,2,9,0,0,0,1,69,35,2
134,4,0,20,4,5,6,5,0,0,23,17,4,0,0,1,2,69,35,2
169,3,0,28,0,9.33,-1,-1,0,0,26,6,8,0,0,2,2,70,35,2
163,4,0,28,2,7,12,14,0,1,26,9,13,0,0,2,1,70,35,2
14,4,0,34,1,8.5,24,34,0,0,26,8,10,0,0,6,0,70,35,2
166,3,0,29,1,9.67,18,29,2,0,26,5,9,0,0,3,1,70,35,2
167,2,0,25,0,12.5,-1,-1,0,0,26,2,5,0,0,5,0,70,35,2
162,4,0,23,2,5.75,12,11.5,0,0,26,16,3,0,0,5,0,70,35,2
152,4,0,23,1,5.75,24,23,0,0,25,7,15,0,0,2,0,71,36,2
156,4,0,34,1,8.5,24,34,0,0,25,9,10,0,0,3,2,71,36,2
153,4,0,48,1,12,24,48,0,0,25,7,8,0,0,7,2,71,36,2
67,4,0,28,1,7,24,28,0,0,25,12,6,1,0,5,0,71,36,2
151,4,0,28,0,7,-1,-1,0,0,25,7,14,0,0,2,1,71,36,2
98,4,0,52,1,13,24,52,1,0,21,5,9,0,0,6,3,72,36,2
112,4,0,30,2,7.5,12,15,0,0,21,9,10,0,0,5,0,72,36,2
114,3,0,12,2,4,9,6,0,0,21,9,8,0,0,1,0,72,36,2
10,4,0,37,0,9.25,-1,-1,0,0,21,4,15,0,0,4,1,72,36,2
117,4,0,30,1,7.5,24,30,1,0,21,10,9,0,0,5,0,72,36,2
191,4,0,21,2,5.25,12,10.5,0,0,28,10,11,1,0,2,0,73,37,2
192,4,0,27,2,6.75,12,13.5,0,0,28,8,11,0,0,4,0,73,37,2
188,4,0,31,3,7.75,8,10.33,0,0,28,10,9,0,0,4,1,73,37,2
189,4,0,36,1,9,24,36,0,0,28,4,16,0,0,2,2,73,37,2
11,2,0,25,0,12.5,-1,-1,0,0,28,1,7,0,0,3,1,73,37,2
61,2,0,11,0,5.5,-1,-1,1,0,28,6,4,1,0,1,0,73,37,2
123,2,0,24,0,12,-1,-1,0,0,22,2,6,1,0,1,2,74,37,2
125,4,0,20,2,5,12,10,0,0,22,10,12,0,0,2,0,74,37,2
124,2.2,0,20,0,8.57,-1,-1,0,0,22,3,8,0,0,3,0,74,37,2
9,4,0,31,0,7.75,-1,-1,0,0,22,6,15,0,0,1,2,74,37,2
126,3,0,24,0,8,-1,-1,0,1,22,4,11,2,0,2,0,74,37,2
80,3,0,34,0,11.33,-1,-1,0,0,22,5,6,1,0,5,1,74,37,2
37,4,0,26,2,6.5,12,13,0,0,24,11,8,0,0,3,1,75,38,2
141,2,0,21,0,10.5,-1,-1,0,2,24,3,9,0,0,1,1,75,38,2
142,4,0,26,2,6.5,12,13,0,0,24,13,6,1,0,3,1,75,38,2
12,4,0,51,0,12.75,-1,-1,0,0,24,8,5,1,0,8,2,75,38,2
6,4,0,27,0,6.75,-1,-1,0,0,24,6,15,0,0,3,0,75,38,2
140,2,0,18,0,9,-1,-1,0,1,24,2,9,0,0,2,0,75,38,2
14,4,0,43,1,10.75,24,43,0,0,26,8,9,0,0,4,3,76,38,2
168,3,0,28,1,9.33,18,28,0,0,26,6,8,0,0,2,2,76,38,2
163,4,0,28,1,7,24,28,0,0,26,9,10,1,0,4,0,76,38,2
165,4,0,38,0,9.5,-1,-1,2,0,26,7,12,0,0,3,2,76,38,2
162,2.5,0,34,0,12,-1,-1,0,0,26,5,6,0,0,4,2,76,38,2
135,4,0,42,1,10.5,24,42,0,0,23,8,8,1,0,5,2,77,39,2
130,4,0,21,2,5.25,12,10.5,0,0,23,13,7,1,0,3,0,77,39,2
13,4,0,30,1,7.5,24,30,0,0,23,7,12,1,0,4,0,77,39,2
54,4,0,30,1,7.5,24,30,0,2,23,7,16,0,0,3,0,77,39,2
131,4,0,34,1,8.5,24,34,0,0,23,7,12,0,0,4,1,77,39,2
78,3.3,0,38,0,10.86,-1,-1,0,0,27,6,8,0,0,6,1,78,39,2
177,1,0,12,0,12,-1,-1,0,2,27,2,4,1,0,1,0,78,39,2
181,4,0,21,1,5.25,24,21,0,0,27,6,17,0,0,1,0,78,39,2
81,3,0,37,0,12.33,-1,-1,0,1,27,4,8,1,0,5,1,78,39,2
178,3,0,27,0,9,-1,-1,0,0,27,5,9,1,0,1,2,78,39,2
179,4,0,23,1,5.75,24,23,0,0,27,12,9,0,0,2,1,78,39,2
192,4,0,37,0,9.25,-1,-1,0,0,28,7,11,1,0,3,2,79,40,2
189,3,0,29,0,9.67,-1,-1,0,0,28,3,11,0,0,3,1,79,40,2
188,4,0,31,0,7.75,-1,-1,0,1,28,7,14,0,0,4,0,79,40,2
191,4,0,48,0,12,-1,-1,0,0,28,5,10,0,0,8,1,79,40,2
61,2,0,16,1,8,12,16,0,0,28,5,4,0,0,3,0,79,40,2
11,3,0,37,0,12.33,-1,-1,0,0,28,2,9,1,0,5,1,79,40,2
141,4,0,31,0,7.75,-1,-1,0,0,24,4,17,0,0,2,1,80,40,2
140,2,0,13,0,6.5,-1,-1,0,0,24,5,5,0,0,2,0,80,40,2
143,2,0,16,0,8,-1,-1,1,0,24,3,7,0,0,2,0,80,40,2
12,4,0,41,1,10.25,24,41,0,0,24,6,11,1,0,4,2,80,40,2
142,4,0,27,2,6.75,12,13.5,0,0,24,11,7,1,0,3,1,80,40,2
6,4,0,27,1,6.75,24,27,0,0,24,9,11,0,0,4,0,80,40,2
152,4,0,37,0,9.25,-1,-1,1,0,25,4,14,0,0,4,1,81,41,2
151,4,0,26,0,6.5,-1,-1,0,0,25,5,16,1,0,2,0,81,41,2
156,4,0,19,2,4.75,12,9.5,0,0,25,13,9,0,0,1,1,81,41,2
67,4,0,45,1,11.25,24,45,0,0,25,8,7,1,0,6,2,81,41,2
91,4,0,27,0,6.75,-1,-1,0,0,25,8,13,0,0,2,1,81,41,2
54,3,0,22,1,7.33,18,22,0,0,23,7,8,0,0,2,1,82,41,2
131,3,0,33,0,11,-1,-1,0,0,23,6,7,0,0,2,3,82,41,2
130,4,0,31,1,7.75,24,31,0,0,23,8,11,0,0,5,0,82,41,2
13,4,0,36,1,9,24,36,0,1,23,10,9,0,0,5,1,82,41,2
133,1,0,18,0,18,-1,-1,0,0,23,2,0,0,0,3,1,82,41,2
94,3,0,18,0,6,-1,-1,0,0,23,5,12,0,0,0,1,82,41,2
50,3,0,23,2,7.67,9,11.5,0,0,22,9,5,0,0,3,1,83,42,2
124,2,0,23,1,11.5,12,23,0,0,22,5,3,0,0,2,2,83,42,2
126,3,0,12,2,4,9,6,0,0,22,9,8,0,0,1,0,83,42,2
125,3,0,17,0,5.67,-1,-1,0,0,22,9,7,0,0,1,1,83,42,2
9,3.4,1,14,5,3.82,4.4,2.8,0,0,22,16,4,0,0,1,1,83,42,2
80,4,0,26,0,6.5,-1,-1,0,0,22,7,14,0,0,3,0,83,42,2
177,4,0,25,1,6.25,24,25,0,0,27,12,8,0,1,2,1,84,42,2
183,2,0,13,0,6.5,-1,-1,0,1,27,4,8,0,0,1,0,84,42,2
81,2,0,21,0,10.5,-1,-1,2,0,27,3,7,0,0,0,2,84,42,2
181,3,0,23,1,7.67,18,23,0,0,27,6,9,0,0,2,1,84,42,2
179,2,0,21,0,10.5,-1,-1,0,1,27,5,4,0,0,4,0,84,42,2
78,3.5,2,13,3,3.39,7.67,4.33,0,0,27,15,7,0,0,0,1,84,42,2
12,4,0,40,1,10,24,40,0,0,24,9,7,0,1,6,1,85,43,2
146,4,1,29,3,7.25,8,9.67,0,0,24,14,5,0,0,3,2,85,43,2
141,4,0,32,0,8,-1,-1,3,0,24,5,15,2,0,1,1,85,43,2
142,4,0,39,1,9.75,24,39,0,0,24,10,7,0,0,5,2,85,43,2
6,3,0,22,0,7.33,-1,-1,0,0,24,5,10,1,0,1,1,85,43,2
140,1,0,15,0,15,-1,-1,0,0,24,2,1,0,0,2,1,85,43,2
10,4,0,31,2,7.75,12,15.5,0,0,21,10,9,0,0,4,1,86,43,2
117,4,0,22,1,5.5,24,22,0,0,21,10,10,2,0,2,0,86,43,2
112,4,0,33,0,8.25,-1,-1,0,1,21,7,12,2,0,4,0,86,43,2
114,4,0,24,2,6,12,12,0,0,21,9,12,0,0,3,0,86,43,2
118,4,0,39,2,9.75,12,19.5,0,0,21,7,11,0,0,4,2,86,43,2
52,4,0,34,1,8.5,24,34,0,0,27,8,10,0,0,3,2,87,44,2
178,4,0,47,1,11.75,24,47,0,0,27,3,13,0,0,7,1,87,44,2
177,4,0,26,2,6.5,12,13,0,1,27,11,11,0,0,2,1,87,44,2
179,4,0,24,0,6,-1,-1,0,0,27,11,10,0,0,2,1,87,44,2
181,4,0,36,1,9,24,36,1,0,27,6,13,0,0,4,1,87,44,2
156,4,0,17,2,4.25,12,8.5,0,0,25,13,9,0,0,2,0,88,44,2
152,4,0,35,1,8.75,24,35,2,1,25,6,14,1,0,4,0,88,44,2
67,4,0,28,1,7,24,28,0,0,25,7,14,0,0,2,1,88,44,2
55,4,0,30,2,7.5,12,15,0,0,25,6,14,0,0,4,0,88,44,2
151,4,0,37,2,9.25,12,18.5,0,1,25,8,10,0,0,5,1,88,44,2
14,4,0,47,1,11.75,24,47,0,0,26,9,7,1,0,2,5,89,45,2
167,4,0,50,0,12.5,-1,-1,0,0,26,4,10,0,0,7,2,89,45,2
163,4,0,31,0,7.75,-1,-1,0,0,26,7,13,0,0,3,1,89,45,2
165,4,0,35,1,8.75,24,35,1,1,26,11,9,0,0,3,2,89,45,2
162,4,0,37,0,9.25,-1,-1,0,1,26,8,10,2,0,4,1,89,45,2
113,4,0,28,1,7,24,28,0,0,21,10,10,0,0,3,1,90,45,2
118,4,0,41,1,10.25,24,41,0,0,21,7,9,1,0,6,1,90,45,2
114,4,0,49,1,12.25,24,49,0,0,21,10,5,0,0,5,4,90,45,2
10,4,0,29,1,7.25,24,29,0,0,21,9,11,0,0,3,1,90,45,2
112,4,0,29,1,7.25,24,29,0,0,21,6,15,0,0,2,1,90,45,2
153,4,0,31,0,7.75,-1,-1,0,0,25,6,13,0,0,3,1,91,46,2
91,4,0,23,2,5.75,12,11.5,1,0,25,13,8,0,0,2,1,91,46,2
87,2,0,19,2,9.5,6,9.5,0,0,25,5,3,1,0,2,1,91,46,2
152,4,0,28,2,7,12,14,1,0,25,7,15,0,0,0,2,91,46,2
151,3,0,31,1,10.33,18,31,0,0,25,5,7,0,0,6,0,91,46,2
156,3,0,28,0,9.33,-1,-1,1,0,25,8,5,0,0,4,1,91,46,2
80,4,0,28,0,7,-1,-1,0,0,22,8,12,0,0,4,0,92,46,2
123,2,0,28,0,14,-1,-1,0,0,22,3,4,1,0,1,3,92,46,2
126,3.1,0,32,1,10.11,19,32,0,0,22,7,6,0,0,5,1,92,46,2
124,2,0,28,0,14,-1,-1,0,0,22,2,4,0,0,6,0,92,46,2
9,4,0,27,1,6.75,24,27,0,0,22,7,13,1,0,3,0,92,46,2
125,3,0,22,0,7.33,-1,-1,1,0,22,6,9,0,0,3,0,92,46,2
142,4,0,23,2,5.75,12,11.5,0,0,24,15,4,1,1,2,1,93,47,2
141,4,0,28,0,7,-1,-1,0,1,24,6,17,0,0,1,1,93,47,2
37,4,0,20,1,5,24,20,1,0,24,13,9,0,0,1,1,93,47,2
12,4,0,25,0,6.25,-1,-1,0,0,24,6,15,1,0,2,0,93,47,2
6,4,0,42,1,10.5,24,42,1,0,24,9,7,1,0,5,2,93,47,2
10,4,0,28,1,7,24,28,0,0,21,10,10,0,0,3,1,94,47,2
114,4,0,32,0,8,-1,-1,0,0,21,8,12,0,0,2,2,94,47,2
118,4,0,28,0,7,-1,-1,0,0,21,7,12,0,0,4,0,94,47,2
112,4,0,27,1,6.75,24,27,1,0,21,7,14,0,0,3,0,94,47,2
117,4,1,21,4,5.25,6,5.25,0,0,21,16,5,0,0,1,2,94,47,2
126,2,0,20,1,10,12,20,0,0,22,3,6,0,0,2,1,95,48,2
124,3,0,31,1,10.33,18,31,0,1,22,7,6,0,0,6,0,95,48,2
80,4,0,28,1,7,24,28,0,0,22,8,12,0,0,4,0,95,48,2
123,3,0,37,0,12.33,-1,-1,0,0,22,5,5,1,0,6,1,95,48,2
125,4,0,46,0,11.5,-1,-1,0,0,22,7,8,0,0,8,1,95,48,2
9,4,0,29,0,7.25,-1,-1,0,0,22,7,13,0,0,4,0,95,48,2
114,4,0,34,1,8.5,24,34,0,1,21,12,7,1,0,3,2,96,48,2
117,4,0,27,0,6.75,-1,-1,0,0,21,7,15,0,0,0,2,96,48,2
112,4,0,34,1,8.5,24,34,0,0,21,6,12,1,0,5,0,96,48,2
113,4,0,45,1,11.25,24,45,0,1,21,7,10,1,0,5,2,96,48,2
10,4,0,46,1,11.5,24,46,0,0,21,8,8,0,0,5,3,96,48,2
91,4,0,27,1,6.75,24,27,0,0,25,11,9,0,0,3,1,97,49,2
153,4,0,41,2,10.25,12,20.5,0,1,25,8,9,1,1,5,1,97,49,2
87,2,0,21,2,10.5,6,10.5,0,0,25,5,3,0,0,3,1,97,49,2
152,4,0,31,0,7.75,-1,-1,0,0,25,4,17,0,0,2,1,97,49,2
156,3,0,20,0,6.67,-1,-1,0,1,25,6,11,0,0,2,0,97,49,2
151,3,0,30,0,10,-1,-1,0,0,25,6,6,1,0,4,1,97,49,2
5,0.4,0,8,0,12,-1,-1,0,0,21,2,0,0,0,2,0,98,49,2
112,4,0,35,0,8.75,-1,-1,1,0,21,6,14,0,0,2,2,98,49,2
114,4,0,42,0,10.5,-1,-1,0,2,21,7,13,0,1,3,2,98,49,2
117,4,0,27,0,6.75,-1,-1,0,0,21,8,13,0,0,2,1,98,49,2
10,4,0,32,1,8,24,32,0,0,21,9,8,2,0,5,0,98,49,2
118,3,0,30,0,10,-1,-1,0,0,21,4,10,0,0,2,2,98,49,2
32,2,0,23,0,11.5,-1,-1,0,0,40,1,7,0,0,4,0,99,50,3
224,2,0,32,0,16,-1,-1,0,0,40,1,6,0,0,2,3,99,50,3
135,4,0,36,2,9,12,18,1,0,40,8,11,0,0,3,2,99,50,3
23,4,0,22,1,5.5,24,22,0,0,40,5,18,0,0,1,0,99,50,3
225,4,0,50,0,12.5,-1,-1,0,0,40,10,4,0,0,7,3,99,50,3
41,4,0,36,3,9,8,12,0,0,40,9,8,2,0,3,2,99,50,3
230,4,0,27,0,6.75,-1,-1,0,0,41,6,15,0,0,3,0,100,50,3
130,4,0,32,1,8,24,32,0,0,41,6,14,0,0,3,1,100,50,3
229,4,0,50,2,12.5,12,25,1,0,41,6,9,1,0,5,3,100,50,3
62,4,0,26,1,6.5,24,26,0,0,41,9,12,0,0,2,1,100,50,3
38,4,0,31,2,7.75,12,15.5,1,0,41,9,12,0,0,0,3,100,50,3
12,4,0,26,2,6.5,12,13,1,0,42,10,11,0,0,2,1,101,51,3
9,2,0,16,1,8,12,16,0,0,42,6,4,0,0,0,2,101,51,3
54,4,0,44,1,11,24,44,0,0,42,9,6,2,0,4,3,101,51,3
232,3,0,35,0,11.67,-1,-1,0,1,42,6,6,2,0,3,2,101,51,3
11,3,0,25,1,8.33,18,25,0,0,42,2,13,0,0,3,0,101,51,3
22,4,0,30,0,7.5,-1,-1,2,0,42,9,12,0,0,1,2,101,51,3
112,4,0,43,0,10.75,-1,-1,0,0,39,4,13,0,0,6,1,102,51,3
14,3,0,27,0,9,-1,-1,0,0,39,7,7,0,0,2,2,102,51,3
106,3,0,45,0,15,-1,-1,0,0,39,5,5,0,0,4,4,102,51,3
163,4,0,22,0,5.5,-1,-1,0,0,39,8,14,0,0,2,0,102,51,3
48,4,0,44,0,11,-1,-1,0,0,39,2,16,0,0,4,2,102,51,3
26,4,0,49,0,12.25,-1,-1,0,0,34,7,7,2,0,5,3,103,52,3
25,4,0,38,0,9.5,-1,-1,0,0,34,8,8,1,0,7,0,103,52,3
209,3,0,44,0,14.67,-1,-1,2,2,34,2,12,0,0,4,2,103,52,3
91,4,0,35,0,8.75,-1,-1,0,1,34,8,12,1,0,2,2,103,52,3
61,1,0,19,0,19,-1,-1,0,0,34,1,1,0,0,3,1,103,52,3
81,4,0,39,0,9.75,-1,-1,0,0,34,6,11,1,0,5,1,103,52,3
78,4,0,24,2,6,12,12,0,0,35,12,8,1,0,2,1,104,52,3
183,1,0,15,0,15,-1,-1,0,0,35,0,3,0,0,3,0,104,52,3
214,4,0,50,1,12.5,24,50,0,0,35,7,8,1,0,4,4,104,52,3
213,4,0,24,2,6,12,12,0,0,35,13,8,0,0,1,2,104,52,3
35,4,0,44,1,11,24,44,1,0,35,10,7,0,0,3,4,104,52,3
188,3,0,25,1,8.33,18,25,1,0,35,7,8,0,0,1,2,104,52,3
36,4,0,27,1,6.75,24,27,0,0,31,10,11,0,0,1,2,105,53,3
145,3,0,40,1,13.33,18,40,0,0,31,6,6,0,0,1,5,105,53,3
198,4,1,19,2,4.75,12,9.5,0,0,31,13,9,0,0,1,1,105,53,3
113,2,0,35,0,17.5,-1,-1,0,1,31,3,4,0,0,3,3,105,53,3
93,4,0,48,2,12,12,24,0,0,31,9,6,0,0,6,3,105,53,3
177,3,0,34,0,11.33,-1,-1,0,0,31,5,8,0,0,2,3,105,53,3
92,4,0,28,1,7,24,28,1,0,32,8,13,0,0,2,1,106,53,3
50,3,0,35,0,11.67,-1,-1,0,1,32,4,10,1,0,1,3,106,53,3
199,3,0,38,2,12.67,9,19,0,0,32,6,6,0,0,2,4,106,53,3
10,4,0,41,0,10.25,-1,-1,1,0,32,8,10,0,0,3,3,106,53,3
203,4,0,38,2,9.5,12,19,0,0,32,11,6,0,0,5,2,106,53,3
202,2,0,20,0,10,-1,-1,0,1,32,5,5,0,0,2,1,106,53,3
125,4,0,39,0,9.75,-1,-1,1,0,38,9,8,1,0,4,2,107,54,3
220,4,0,48,0,12,-1,-1,0,0,38,5,10,1,0,6,2,107,54,3
33,4,0,37,1,9.25,24,37,0,0,38,6,13,1,0,1,3,107,54,3
117,2,0,24,0,12,-1,-1,0,0,38,4,4,0,0,2,2,107,54,3
65,2,0,36,0,18,-1,-1,0,0,38,2,4,0,0,2,4,107,54,3
221,4,0,31,1,7.75,24,31,0,1,38,9,12,1,0,1,2,107,54,3
13,4,0,27,0,6.75,-1,-1,1,0,37,4,18,0,0,2,0,108,54,3
52,4,0,35,1,8.75,24,35,0,0,37,10,7,2,0,3,2,108,54,3
217,4,0,50,0,12.5,-1,-1,0,0,37,6,10,1,0,2,5,108,54,3
63,4,0,41,0,10.25,-1,-1,0,0,37,5,13,0,0,4,2,108,54,3
27,4,0,20,2,5,12,10,0,0,37,10,12,1,0,0,1,108,54,3
152,2,0,24,0,12,-1,-1,0,0,36,0,8,1,0,2,1,109,55,3
94,3,0,43,0,14.33,-1,-1,0,0,36,4,7,0,0,3,4,109,55,3
87,3,0,45,0,15,-1,-1,0,1,36,5,6,0,0,5,3,109,55,3
162,4,0,25,3,6.25,8,8.33,0,0,36,13,7,0,0,3,1,109,55,3
53,4,0,31,2,7.75,12,15.5,0,0,36,9,11,0,0,2,2,109,55,3
24,4,0,42,0,10.5,-1,-1,0,1,36,6,13,0,0,4,2,109,55,3
98,4,0,24,1,6,24,24,0,0,33,8,14,0,0,1,1,110,55,3
206,4,0,34,1,8.5,24,34,0,0,33,10,8,1,0,3,2,110,55,3
89,4,0,36,2,9,12,18,1,0,33,10,9,0,0,2,3,110,55,3
79,4,0,45,1,11.25,24,45,0,0,33,8,9,0,0,3,4,110,55,3
39,4,0,42,2,10.5,12,21,1,0,33,3,15,1,0,3,2,110,55,3
126,4,0,19,2,4.75,12,9.5,0,0,40,13,9,0,0,1,1,111,56,3
226,4,0,43,1,10.75,24,43,1,0,40,9,8,1,0,2,4,111,56,3
23,3,0,24,0,8,-1,-1,1,0,40,1,15,0,0,2,0,111,56,3
225,4,0,33,3,8.25,8,11,0,0,40,9,8,1,1,5,0,111,56,3
41,4,0,34,1,8.5,24,34,0,0,40,11,8,0,0,2,3,111,56,3
32,1,0,14,0,14,-1,-1,0,0,40,2,2,0,0,0,2,111,56,3
14,2,0,35,0,17.5,-1,-1,0,0,39,2,5,0,0,0,5,112,56,3
163,2.4,0,36,0,13.5,-1,-1,0,0,39,3,8,0,0,1,4,112,56,3
179,3,0,25,0,8.33,-1,-1,0,0,39,9,5,0,0,2,2,112,56,3
223,4,0,36,0,9,-1,-1,0,0,39,4,16,0,0,2,2,112,56,3
112,3,0,36,1,12,18,36,1,0,39,3,9,1,0,3,2,112,56,3
78,4,1,18,3,4.5,8,6,0,0,27,15,6,0,0,3,0,35,18,2
177,4,0,26,1,6.5,24,26,0,0,27,12,6,2,0,4,0,35,18,2
178,4,0,24,1,6,24,24,1,0,27,12,9,0,0,2,1,35,18,2
176,4,0,36,2,9,12,18,0,0,27,9,8,1,0,5,1,35,18,2
179,4,0,24,1,6,24,24,1,0,27,14,7,0,0,1,2,35,18,2
190,2,0,19,0,9.5,-1,-1,0,0,28,6,3,0,0,1,2,36,18,2
61,3,0,9,2,3,9,4.5,0,0,28,9,9,0,0,0,0,36,18,2
188,3.5,0,43,0,11.22,-1,-1,0,0,28,7,9,0,0,4,3,36,18,2
11,2,0,16,0,8,-1,-1,0,0,28,4,6,0,0,1,1,36,18,2
53,2,0,30,1,15,12,30,0,0,28,5,2,0,0,1,4,36,18,2
189,1,0,12,0,12,-1,-1,0,0,28,2,2,0,0,1,1,36,18,2
230,4,0,35,0,8.75,-1,-1,0,0,41,6,13,1,0,2,2,113,57,3
229,4,0,21,3,5.25,8,7,0,0,41,14,7,0,0,2,1,113,57,3
62,4,0,29,0,7.25,-1,-1,0,0,41,4,17,1,0,1,1,113,57,3
38,4,0,26,1,6.5,24,26,1,0,41,5,17,0,0,2,0,113,57,3
55,4,0,46,1,11.5,24,46,0,0,41,4,12,1,0,5,2,113,57,3
33,1,0,10,2,10,3,5,0,0,38,2,2,0,0,2,0,114,57,3
220,4,0,36,1,9,24,36,0,0,38,8,10,1,0,3,2,114,57,3
181,3,0,28,0,9.33,-1,-1,1,0,38,2,13,0,0,2,1,114,57,3
221,4,0,33,0,8.25,-1,-1,0,0,38,3,17,1,0,2,1,114,57,3
142,2,0,21,0,10.5,-1,-1,0,0,38,2,7,0,0,2,1,114,57,3
125,3,0,30,1,10,18,30,0,0,38,3,10,2,0,1,2,114,57,3
105,4,0,33,1,8.25,24,33,0,0,37,7,11,1,0,5,0,115,58,3
63,4,0,37,1,9.25,24,37,0,0,37,7,11,0,0,5,1,115,58,3
52,4,1,25,3,6.25,8,8.33,0,0,37,13,7,0,0,3,1,115,58,3
27,4,0,36,2,9,12,18,0,0,37,9,10,0,0,2,3,115,58,3
13,4,0,36,0,9,-1,-1,0,0,37,3,16,1,0,3,1,115,58,3
167,3,0,31,3,10.33,6,10.33,0,0,42,7,7,0,0,0,4,116,58,3
12,4,0,29,2,7.25,12,14.5,0,0,42,10,9,1,0,3,1,116,58,3
85,1,0,7,0,7,-1,-1,0,0,42,2,3,0,0,1,0,116,58,3
22,3,0,26,1,8.67,18,26,0,0,42,7,6,0,0,5,0,116,58,3
