id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
5280,16,6,8,0,0,295,156,1,273,137,6,2,1,0,2,1,0,0,1,0,y
5281,17,6,5,0,0,203,161,2,273,137,6,1,0,0,4,1,0,0,1,0,y
5282,18,6,14,0,0,295,175,3,273,137,6,0,0,0,3,2,1,0,1,0,y
5283,19,6,11,0,0,203,186,3,273,137,6,3,0,0,1,2,0,0,0,0,y
5284,20,6,9,0,0,14,195,4,273,137,6,3,0,0,2,0,1,0,1,0,y
5285,1,6,10,0,0,162,10,0,274,137,6,2,0,0,2,2,0,0,0,0,y
5286,2,6,10,0,0,87,20,0,274,137,6,4,0,0,1,0,1,0,0,0,y
5287,3,6,18,0,0,316,38,0,274,137,6,0,0,0,3,0,3,0,0,0,y
5288,4,6,10,0,0,53,48,0,274,137,6,2,1,0,2,0,1,0,0,0,y
5289,5,6,5,0,0,162,53,0,274,137,6,5,0,0,1,0,0,0,0,0,y
5290,6,6,8,0,0,301,61,0,274,137,6,4,0,0,1,1,0,0,0,0,y
5291,7,6,11,0,0,316,72,1,274,137,6,1,0,0,3,1,1,0,1,0,y
5292,8,6,13,0,0,301,85,1,274,137,6,3,0,0,1,1,1,0,0,0,y
5293,9,6,6,0,0,236,91,1,274,137,6,6,0,0,0,0,0,0,0,0,y
5294,10,6,0,0,0,316,91,3,274,137,6,0,0,0,6,0,0,0,2,0,y
5295,11,6,8,0,0,236,99,3,274,137,6,4,0,0,1,1,0,0,0,0,y
5296,12,6,9,0,0,316,108,3,274,137,6,3,0,0,2,0,1,0,0,0,y
5297,13,6,6,0,0,236,114,3,274,137,6,4,1,0,1,0,0,0,0,0,y
5298,14,6,11,0,0,53,125,4,274,137,6,1,0,0,3,1,1,0,1,0,y
5299,15,6,6,1,1,236,131,4,274,137,6,4,0,0,3,0,0,2,0,0,y
5300,16,6,8,0,0,53,139,4,274,137,6,4,0,0,1,1,0,0,0,0,y
5301,17,6,13,0,0,162,152,4,274,137,6,3,0,0,1,1,1,0,0,0,y
5302,18,6,2,0,0,87,154,6,274,137,6,2,0,0,4,0,0,0,2,0,y
5303,19,6,6,0,0,162,160,8,274,137,6,2,0,0,3,1,0,0,2,0,y
5304,20,6,10,0,0,53,170,8,274,137,6,4,0,0,1,0,1,0,0,0,y
5305,1,6,3,0,0,6,3,0,275,138,6,3,0,0,3,0,0,0,0,0,g
5306,2,6,3,0,0,270,6,1,275,138,6,3,0,0,3,0,0,0,1,0,y
5307,3,6,13,0,0,306,19,1,275,138,6,3,0,0,1,1,1,0,0,0,g
5308,4,6,10,0,0,270,29,1,275,138,6,1,0,1,3,0,1,0,0,0,y
5309,5,6,9,0,0,6,38,1,275,138,6,3,0,0,2,0,1,0,0,0,g
5310,6,6,5,0,0,306,43,1,275,138,6,5,0,0,1,0,0,0,0,0,y
5311,7,6,12,0,0,23,55,1,275,138,6,4,0,0,0,2,0,0,0,0,g
5312,8,6,13,0,0,225,68,1,275,138,6,3,0,0,1,1,1,0,0,0,y
5313,9,6,7,0,0,6,75,1,275,138,6,3,0,0,2,1,0,0,0,0,g
5314,10,6,13,0,0,32,88,1,275,138,6,3,0,0,1,1,1,0,0,0,y
5315,11,6,5,0,0,23,93,1,275,138,6,5,0,0,1,0,0,0,0,0,g
5316,12,6,5,0,0,306,98,1,275,138,6,5,0,0,1,0,0,0,0,0,y
5317,13,6,13,0,0,23,111,1,275,138,6,3,0,0,1,1,1,0,0,0,g
5318,14,6,8,0,0,270,119,1,275,138,6,4,0,0,1,1,0,0,0,0,y
5319,15,6,12,0,0,23,131,2,275,138,6,0,1,0,3,1,1,0,1,0,g
5320,16,6,9,0,0,225,140,2,275,138,6,3,0,0,2,0,1,0,0,0,y
5321,17,6,13,0,0,6,153,2,275,138,6,3,0,0,1,1,1,0,0,0,g
5322,18,6,10,0,0,225,163,2,275,138,6,4,0,0,1,0,1,0,0,0,y
5323,19,6,6,0,0,306,169,3,275,138,6,2,0,0,3,1,0,0,1,0,g
5324,20,6,10,0,0,270,179,3,275,138,6,2,1,0,2,0,1,0,0,0,y
5325,1,6,14,0,0,26,14,0,276,138,6,2,0,0,2,0,2,0,0,0,y
5326,2,6,6,0,0,257,20,1,276,138,6,0,0,0,5,0,1,0,1,0,g
5327,3,6,13,0,0,26,33,1,276,138,6,3,0,0,1,1,1,0,0,0,y
5328,4,6,10,0,0,257,43,1,276,138,6,2,0,0,2,2,0,0,0,0,g
5329,5,6,14,0,1,91,57,1,276,138,6,3,0,0,2,1,1,1,0,0,y
5330,6,6,4,0,0,257,61,1,276,138,6,4,0,0,2,0,0,0,0,0,g
5331,7,6,5,0,0,234,66,2,276,138,6,5,0,0,1,0,0,0,1,0,y
5332,8,6,16,0,0,91,82,2,276,138,6,2,0,0,1,2,1,0,0,0,g
5333,9,6,10,0,1,234,92,2,276,138,6,3,1,0,2,1,0,1,0,0,y
5334,10,6,8,0,0,61,100,2,276,138,6,4,0,0,1,1,0,0,0,0,g
5335,11,6,4,1,0,235,104,3,276,138,6,3,0,0,3,0,0,1,1,0,y
5336,12,6,7,0,0,61,111,3,276,138,6,3,0,0,2,1,0,0,0,0,g
5337,13,6,8,0,0,235,119,3,276,138,6,4,0,0,1,1,0,0,0,0,y
5338,14,6,9,0,0,234,128,3,276,138,6,3,1,0,1,1,0,0,0,0,g
5339,15,6,15,0,0,235,143,3,276,138,6,3,0,0,1,0,2,0,0,0,y
5340,16,6,11,0,0,26,154,3,276,138,6,3,0,0,1,2,0,0,0,0,g
5341,17,6,9,0,0,91,163,3,276,138,6,3,1,0,1,1,0,0,0,0,y
5342,18,6,10,0,0,257,173,4,276,138,6,2,0,0,2,2,0,0,1,0,g
5343,19,6,12,0,0,234,185,5,276,138,6,2,0,0,2,1,1,0,1,0,y
5344,1,6,14,0,0,62,14,0,277,139,6,0,0,0,3,2,1,0,0,0,g
5345,2,6,7,0,0,229,21,0,277,139,6,3,0,0,2,1,0,0,0,0,y
5346,3,6,9,0,0,230,30,0,277,139,6,3,0,0,2,0,1,0,0,0,g
5347,4,6,7,0,0,229,37,1,277,139,6,1,0,0,4,0,1,0,1,0,y
5348,5,6,7,0,1,303,44,1,277,139,6,2,0,0,4,1,0,1,0,0,g
5349,6,6,3,0,0,229,47,1,277,139,6,3,0,0,3,0,0,0,0,0,y
5350,7,6,5,0,0,303,52,1,277,139,6,5,0,0,1,0,0,0,0,0,g
5351,8,6,5,0,0,135,57,1,277,139,6,5,0,0,1,0,0,0,0,0,y
5352,9,6,7,0,0,313,64,1,277,139,6,3,0,0,2,1,0,0,0,0,g
5353,10,6,15,0,0,135,79,1,277,139,6,3,0,0,1,0,2,0,0,0,y
5354,11,6,6,0,0,230,85,3,277,139,6,0,1,0,4,1,0,0,2,0,g
5355,12,6,7,0,0,135,92,3,277,139,6,3,0,0,2,1,0,0,0,0,y
5356,13,6,16,0,0,303,108,3,277,139,6,2,0,0,1,2,1,0,0,0,g
5357,14,6,7,0,0,135,115,3,277,139,6,3,0,0,2,1,0,0,0,0,y
5358,15,6,15,0,0,313,130,3,277,139,6,3,0,0,1,0,2,0,0,0,g
5359,16,6,11,0,0,230,141,4,277,139,6,1,1,0,2,2,0,0,1,0,y
5360,17,6,20,0,0,313,161,4,277,139,6,0,1,0,1,3,1,0,0,0,g
5361,18,6,4,0,0,229,165,4,277,139,6,4,0,0,2,0,0,0,0,0,y
5362,19,6,8,0,0,230,173,5,277,139,6,2,0,0,3,0,1,0,1,0,g
5363,20,6,14,0,0,313,187,5,277,139,6,2,0,0,1,3,0,0,0,0,y
5364,1,6,7,0,0,87,7,0,278,139,6,3,0,0,2,1,0,0,0,0,g
5365,2,6,11,0,0,162,18,1,278,139,6,1,0,0,3,1,1,0,1,0,y
5366,3,6,9,0,0,87,27,1,278,139,6,1,0,0,3,2,0,0,0,0,g
5367,4,6,14,0,0,162,41,1,278,139,6,2,0,0,1,3,0,0,0,0,y
5368,5,6,7,0,0,53,48,1,278,139,6,3,0,0,2,1,0,0,0,0,g
5369,6,6,7,0,0,316,55,2,278,139,6,1,0,0,4,0,1,0,1,0,y
5370,7,6,11,0,1,236,66,2,278,139,6,6,0,0,0,1,0,1,0,0,g
5371,8,6,5,0,0,316,71,2,278,139,6,5,0,0,1,0,0,0,0,0,y
5372,9,6,7,0,0,301,78,2,278,139,6,3,0,0,2,1,0,0,0,0,g
5373,10,6,13,0,0,316,91,2,278,139,6,3,0,0,1,1,1,0,0,0,y
5374,11,6,7,0,0,53,98,2,278,139,6,3,0,0,2,1,0,0,0,0,g
5375,12,6,8,0,1,316,106,2,278,139,6,5,1,0,1,0,0,1,0,0,y
5376,13,6,11,0,0,301,117,2,278,139,6,3,0,0,1,2,0,0,0,0,g
5377,14,6,5,0,0,94,122,3,278,139,6,5,0,0,1,0,0,0,1,0,y
5378,15,6,15,0,0,53,137,3,278,139,6,1,0,0,2,2,1,0,0,0,g
5379,16,6,11,0,0,94,148,3,278,139,6,5,0,0,0,0,1,0,0,0,y
5380,17,6,19,0,0,87,167,3,278,139,6,1,0,0,1,3,1,0,0,0,g
5381,18,6,14,0,0,162,181,3,278,139,6,2,1,0,1,1,1,0,0,0,y
5382,19,6,6,0,0,53,187,4,278,139,6,2,0,0,3,1,0,0,1,0,g
5383,20,4,2,0,0,94,189,5,278,139,6,0,1,0,3,0,0,0,1,0,y
5384,1,6,8,0,0,125,8,0,279,140,6,4,0,0,1,1,0,0,0,0,r
5385,2,6,8,0,0,269,16,0,279,140,6,4,0,0,1,1,0,0,0,0,y
5386,3,6,1,0,0,125,17,1,279,140,6,1,0,0,5,0,0,0,1,0,r
5387,4,6,5,0,0,269,22,1,279,140,6,1,0,0,4,1,0,0,0,0,y
5388,5,6,2,0,0,125,24,2,279,140,6,2,0,0,4,0,0,0,1,0,r
5389,6,6,8,0,0,280,32,2,279,140,6,2,0,0,3,0,1,0,0,0,y
5390,7,6,4,0,0,141,36,3,279,140,6,4,0,0,2,0,0,0,1,0,r
5391,8,6,4,0,0,33,40,3,279,140,6,4,0,0,2,0,0,0,0,0,y
5392,9,6,8,0,1,141,48,3,279,140,6,3,0,0,3,1,0,1,0,0,r
5393,10,6,7,0,0,33,55,3,279,140,6,3,0,0,2,1,0,0,0,0,y
5394,11,6,8,0,0,141,63,3,279,140,6,4,0,0,1,1,0,0,0,0,r
5395,12,6,11,0,0,269,74,3,279,140,6,3,0,0,1,2,0,0,0,0,y
5396,13,6,9,1,0,141,83,3,279,140,6,4,0,0,1,1,0,1,0,0,r
5397,14,6,8,0,1,269,91,3,279,140,6,3,0,0,3,1,0,1,0,0,y
5398,15,6,9,0,0,33,100,3,279,140,6,3,0,0,2,0,1,0,0,0,r
5399,16,6,6,1,0,280,106,3,279,140,6,5,0,0,1,0,0,1,0,0,y
5400,17,6,6,0,0,33,112,4,279,140,6,2,0,0,3,1,0,0,1,0,r
5401,18,6,7,0,0,280,119,4,279,140,6,3,0,0,2,1,0,0,0,0,y
5402,19,6,8,0,0,125,127,4,279,140,6,4,0,0,1,1,0,0,0,0,r
5403,20,6,17,0,0,280,144,5,279,140,6,1,0,0,2,1,2,0,1,0,y
5404,1,6,8,0,0,52,8,0,280,140,6,2,0,0,3,0,1,0,0,0,y
5405,2,6,11,0,0,315,19,0,280,140,6,1,0,0,3,1,1,0,0,0,r
5406,3,6,8,0,0,52,27,0,280,140,6,2,0,0,3,0,1,0,0,0,y
5407,4,6,3,0,0,282,30,0,280,140,6,3,0,0,3,0,0,0,0,0,r
5408,5,6,5,0,0,268,35,0,280,140,6,5,0,0,1,0,0,0,0,0,y
5409,6,6,15,0,0,282,50,0,280,140,6,1,0,0,2,2,1,0,0,0,r
5410,7,6,5,0,0,278,55,0,280,140,6,5,0,0,1,0,0,0,0,0,y
5411,8,6,7,0,1,13,62,0,280,140,6,2,0,0,4,1,0,1,0,0,r
5412,9,6,5,0,0,278,67,0,280,140,6,5,0,0,1,0,0,0,0,0,y
5413,10,6,4,0,0,13,71,1,280,140,6,4,0,0,2,0,0,0,1,0,r
5414,11,6,7,0,0,268,78,2,280,140,6,3,0,0,2,1,0,0,1,0,y
5415,12,6,10,0,0,13,88,2,280,140,6,2,0,0,2,2,0,0,0,0,r
5416,13,6,7,0,0,268,95,3,280,140,6,3,0,0,2,1,0,0,1,0,y
5417,14,6,1,0,0,315,96,5,280,140,6,1,0,0,5,0,0,0,2,0,r
5418,15,6,9,0,0,268,105,5,280,140,6,5,0,0,0,1,0,0,0,0,y
5419,16,6,8,0,0,13,113,5,280,140,6,4,0,0,1,1,0,0,0,0,r
5420,17,6,7,0,0,52,120,6,280,140,6,3,0,0,2,1,0,0,1,0,y
5421,18,6,7,0,0,315,127,7,280,140,6,1,1,0,3,1,0,0,1,0,r
5422,19,6,6,0,0,52,133,7,280,140,6,4,1,0,1,0,0,0,0,0,y
5423,20,6,10,0,0,315,143,7,280,140,6,4,0,0,1,0,1,0,0,0,r
5424,1,6,11,0,0,78,11,0,281,141,6,1,0,0,3,1,1,0,0,0,y
5425,2,6,14,0,0,35,25,0,281,141,6,2,0,0,2,0,2,0,0,0,g
5426,3,6,6,0,0,188,31,1,281,141,6,2,0,0,3,1,0,0,1,0,y
5427,4,6,9,0,0,304,40,1,281,141,6,3,0,0,2,0,1,0,0,0,g
5428,5,6,5,0,0,188,45,1,281,141,6,3,1,0,2,0,0,0,0,0,y
5429,6,6,10,0,0,35,55,2,281,141,6,0,0,0,4,1,1,0,1,0,g
5430,7,6,10,0,0,78,65,3,281,141,6,2,0,0,2,2,0,0,1,0,y
5431,8,6,8,0,0,304,73,4,281,141,6,2,0,0,3,0,1,0,1,0,g
5432,9,6,8,0,0,188,81,4,281,141,6,4,0,0,1,1,0,0,0,0,y
5433,10,6,11,0,1,304,92,4,281,141,6,4,0,0,2,0,1,1,0,0,g
5434,11,6,11,0,0,78,103,4,281,141,6,3,0,0,1,2,0,0,0,0,y
5435,12,6,7,0,0,267,110,5,281,141,6,3,0,0,2,1,0,0,1,0,g
5436,13,6,8,0,0,188,118,5,281,141,6,2,1,0,2,1,0,0,0,0,y
5437,14,6,6,0,0,267,124,5,281,141,6,2,0,0,3,1,0,0,0,0,g
5438,15,6,13,0,0,35,137,6,281,141,6,1,0,0,3,0,2,0,1,0,y
5439,16,6,9,0,0,267,146,6,281,141,6,3,0,0,2,0,1,0,0,0,g
5440,17,6,16,0,0,35,162,6,281,141,6,2,0,0,1,2,1,0,0,0,y
5441,18,6,5,0,0,267,167,6,281,141,6,5,0,0,1,0,0,0,0,0,g
5442,19,6,4,0,0,78,171,6,281,141,6,4,0,0,2,0,0,0,0,0,y
5443,20,6,16,0,0,304,187,6,281,141,6,2,0,0,1,2,1,0,0,0,g
5444,1,6,14,0,0,36,14,0,282,141,6,2,0,0,2,0,2,0,0,0,y
5445,2,6,15,0,0,198,29,0,282,141,6,3,0,0,1,0,2,0,0,0,g
5446,3,6,7,0,0,36,36,1,282,141,6,1,0,0,4,0,1,0,1,0,y
5447,4,6,8,0,0,93,44,1,282,141,6,2,0,0,3,0,1,0,0,0,g
5448,5,6,5,0,0,177,49,1,282,141,6,5,0,0,1,0,0,0,0,0,y
5449,6,6,4,0,0,198,53,1,282,141,6,1,0,1,4,0,0,0,0,0,g
5450,7,6,5,0,0,177,58,1,282,141,6,5,0,0,1,0,0,0,0,0,y
5451,8,6,5,0,0,93,63,1,282,141,6,3,1,0,2,0,0,0,0,0,g
5452,9,6,10,0,0,177,73,1,282,141,6,2,0,0,2,2,0,0,0,0,y
5453,10,6,8,0,0,286,81,1,282,141,6,4,0,0,1,1,0,0,0,0,g
5454,11,6,3,0,0,177,84,2,282,141,6,3,0,0,3,0,0,0,1,0,y
5455,12,6,10,0,0,286,94,2,282,141,6,4,0,0,1,0,1,0,0,0,g
5456,13,6,5,0,0,113,99,2,282,141,6,5,0,0,1,0,0,0,0,0,y
5457,14,6,10,0,0,93,109,2,282,141,6,4,0,0,1,0,1,0,0,0,g
5458,15,6,7,0,0,113,116,2,282,141,6,5,1,0,0,0,0,0,0,0,y
5459,16,6,4,0,0,198,120,2,282,141,6,4,0,0,2,0,0,0,0,0,g
5460,17,6,16,0,0,36,136,2,282,141,6,2,0,0,1,2,1,0,0,0,y
5461,18,6,15,0,0,198,151,2,282,141,6,1,1,0,1,3,0,0,0,0,g
5462,19,6,14,0,0,36,165,3,282,141,6,0,0,0,3,2,1,0,1,0,y
5463,20,6,11,0,0,93,176,3,282,141,6,3,0,0,1,2,0,0,0,0,g
5464,1,6,3,0,0,6,3,0,283,142,6,3,0,0,3,0,0,0,0,0,r
5465,2,6,12,0,0,270,15,0,283,142,6,2,0,0,2,1,1,0,0,0,y
5466,3,6,9,0,0,6,24,0,283,142,6,3,0,0,2,0,1,0,0,0,r
5467,4,6,1,0,0,306,25,1,283,142,6,1,0,0,5,0,0,0,1,0,y
5468,5,6,4,0,0,270,29,1,283,142,6,4,0,0,2,0,0,0,0,0,r
5469,6,6,10,0,0,306,39,1,283,142,6,2,0,0,2,2,0,0,0,0,y
5470,7,6,14,0,0,23,53,1,283,142,6,2,0,0,1,3,0,0,0,0,r
5471,8,6,4,0,0,226,57,1,283,142,6,4,0,0,2,0,0,0,0,0,y
5472,9,6,0,0,0,6,57,2,283,142,6,0,0,0,6,0,0,0,1,0,r
5473,10,6,4,0,0,226,61,3,283,142,6,4,0,0,2,0,0,0,1,0,y
5474,11,6,20,0,1,23,81,3,283,142,6,1,0,0,2,3,1,1,0,0,r
5475,12,6,13,0,0,226,94,3,283,142,6,3,0,0,1,1,1,0,0,0,y
5476,13,6,16,0,0,32,110,3,283,142,6,2,0,0,1,2,1,0,0,0,r
5477,14,6,4,0,0,226,114,4,283,142,6,4,0,0,2,0,0,0,1,0,y
5478,15,6,8,0,0,72,122,4,283,142,6,4,0,0,1,1,0,0,0,0,r
5479,16,6,8,0,0,306,130,4,283,142,6,4,0,0,1,1,0,0,0,0,y
5480,17,6,12,0,0,6,142,4,283,142,6,2,1,0,1,2,0,0,0,0,r
5481,18,6,17,0,0,270,159,4,283,142,6,1,0,0,1,4,0,0,0,0,y
5482,19,6,4,0,0,306,163,5,283,142,6,2,1,0,3,0,0,0,1,0,r
5483,20,6,6,1,0,270,169,5,283,142,6,5,0,0,1,0,0,1,0,0,y
5484,1,6,7,0,0,283,7,1,284,142,6,3,0,0,2,1,0,0,1,0,r
5485,2,6,3,0,0,132,10,2,284,142,6,1,1,0,4,0,0,0,1,0,y
5486,3,6,8,0,0,283,18,2,284,142,6,2,0,0,3,0,1,0,0,0,r
5487,4,6,11,0,0,132,29,2,284,142,6,1,0,0,3,1,1,0,0,0,y
5488,5,6,3,0,0,89,32,2,284,142,6,3,0,0,3,0,0,0,0,0,r
5489,6,6,9,0,1,164,41,2,284,142,6,4,0,0,2,1,0,1,0,0,y
5490,7,6,10,0,0,89,51,2,284,142,6,2,0,0,2,2,0,0,0,0,r
5491,8,6,11,0,0,164,62,2,284,142,6,3,0,0,1,2,0,0,0,0,y
5492,9,6,5,0,0,39,67,2,284,142,6,5,0,0,1,0,0,0,0,0,r
5493,10,6,17,0,0,98,84,2,284,142,6,3,0,0,0,2,1,0,0,0,y
5494,11,6,2,0,0,39,86,3,284,142,6,2,0,0,4,0,0,0,1,0,r
5495,12,6,5,1,0,98,91,3,284,142,6,4,0,0,2,0,0,1,0,0,y
5496,13,6,8,0,0,39,99,3,284,142,6,4,0,0,1,1,0,0,0,0,r
5497,14,6,6,0,0,164,105,4,284,142,6,2,0,0,3,1,0,0,1,0,y
5498,15,6,8,0,0,39,113,4,284,142,6,4,0,0,1,1,0,0,0,0,r
5499,16,6,6,0,0,164,119,5,284,142,6,2,0,0,3,1,0,0,1,0,y
5500,17,6,4,0,0,89,123,5,284,142,6,2,1,0,3,0,0,0,0,0,r
5501,18,6,8,0,0,132,131,5,284,142,6,4,0,0,1,1,0,0,0,0,y
5502,19,6,11,0,0,89,142,5,284,142,6,3,0,0,1,2,0,0,0,0,r
5503,20,6,11,0,0,132,155,5,284,142,6,3,0,0,0,2,0,0,0,2,y
5504,1,6,7,0,0,54,7,1,285,143,6,1,0,0,4,0,1,0,1,0,y
5505,2,6,8,0,0,12,15,1,285,143,6,2,0,0,3,0,1,0,0,0,y
5506,3,6,14,0,0,54,29,1,285,143,6,2,0,0,2,0,2,0,0,0,y
5507,4,6,8,0,0,9,37,2,285,143,6,2,0,0,3,0,1,0,1,0,y
5508,5,6,5,0,0,271,42,2,285,143,6,5,0,0,1,0,0,0,0,0,y
5509,6,6,6,0,0,9,48,3,285,143,6,2,0,0,3,1,0,0,1,0,y
5510,7,6,13,0,0,271,61,4,285,143,6,1,0,0,3,0,2,0,1,0,y
5511,8,6,5,0,0,11,66,4,285,143,6,5,0,0,1,0,0,0,0,0,y
5512,9,6,12,0,0,9,78,5,285,143,6,2,0,0,2,1,1,0,1,0,y
5513,10,6,4,0,0,11,82,6,285,143,6,4,0,0,2,0,0,0,1,0,y
5514,11,6,2,0,0,9,84,8,285,143,6,2,0,0,4,0,0,0,2,0,y
5515,12,6,13,0,0,12,97,8,285,143,6,3,0,0,1,1,1,0,0,0,y
5516,13,6,7,0,0,271,104,8,285,143,6,3,0,0,2,1,0,0,0,0,y
5517,14,6,6,0,0,12,110,8,285,143,6,2,0,0,3,1,0,0,0,0,y
5518,15,6,7,0,0,54,117,8,285,143,6,3,0,0,2,1,0,0,0,0,y
5519,16,6,7,0,0,231,124,8,285,143,6,3,0,0,2,1,0,0,0,0,y
5520,17,6,6,0,0,11,130,8,285,143,6,4,1,0,1,0,0,0,0,0,y
5521,18,6,10,0,0,271,140,8,285,143,6,2,0,0,2,2,0,0,0,0,y
5522,19,6,6,0,0,12,146,8,285,143,6,3,0,1,2,0,0,0,0,0,y
5523,20,6,11,0,0,54,157,9,285,143,6,1,1,0,2,2,0,0,1,0,y
5524,1,6,8,0,0,125,8,0,286,143,6,4,0,0,1,1,0,0,0,0,y
5525,2,6,12,0,0,269,20,0,286,143,6,2,0,0,2,1,1,0,0,0,y
5526,3,6,3,0,0,125,23,0,286,143,6,3,0,0,3,0,0,0,0,0,y
5527,4,6,13,0,0,280,36,0,286,143,6,3,0,0,1,1,1,0,0,0,y
5528,5,6,9,0,0,125,45,0,286,143,6,3,0,0,2,0,1,0,0,0,y
5529,6,6,8,0,0,269,53,0,286,143,6,2,0,0,3,0,1,0,0,0,y
5530,7,6,11,0,0,106,64,0,286,143,6,3,0,0,1,2,0,0,0,0,y
5531,8,6,5,0,0,33,69,0,286,143,6,5,0,0,1,0,0,0,0,0,y
5532,9,6,5,0,0,280,74,0,286,143,6,5,0,0,1,0,0,0,0,0,y
5533,10,6,12,1,0,33,86,0,286,143,6,3,0,0,1,2,0,1,0,0,y
5534,11,6,5,0,0,280,91,0,286,143,6,5,0,0,1,0,0,0,0,0,y
5535,12,6,7,0,0,269,98,0,286,143,6,3,0,0,2,1,0,0,0,0,y
5536,13,6,14,0,0,157,112,0,286,143,6,2,0,0,1,3,0,0,0,0,y
5537,14,6,12,0,0,269,124,0,286,143,6,2,1,0,1,2,0,0,0,0,y
5538,15,6,12,0,0,106,136,1,286,143,6,0,0,0,3,3,0,0,1,0,y
5539,16,6,7,0,0,125,143,2,286,143,6,3,0,0,2,1,0,0,1,0,y
5540,17,6,14,0,0,106,157,2,286,143,6,2,0,0,1,3,0,0,0,0,y
5541,18,4,6,0,0,280,163,3,286,143,6,0,0,0,3,0,1,0,1,0,y
5542,1,6,10,0,0,62,10,0,287,144,6,2,0,0,2,2,0,0,0,0,r
5543,2,6,12,0,0,229,22,0,287,144,6,2,0,0,2,1,1,0,0,0,y
5544,3,6,6,0,0,230,28,1,287,144,6,2,0,0,3,1,0,0,1,0,r
5545,4,6,8,0,0,229,36,1,287,144,6,2,0,0,3,0,1,0,0,0,y
5546,5,6,4,0,0,230,40,1,287,144,6,4,0,0,2,0,0,0,0,0,r
5547,6,6,13,0,0,313,53,1,287,144,6,1,0,0,2,3,0,0,0,0,y
5548,7,6,8,0,0,303,61,1,287,144,6,4,0,0,1,1,0,0,0,0,r
5549,8,6,9,0,0,135,70,1,287,144,6,3,0,0,2,0,1,0,0,0,y
5550,9,6,8,0,0,303,78,1,287,144,6,4,0,0,1,1,0,0,0,0,r
5551,10,6,8,0,0,135,86,1,287,144,6,4,0,0,1,1,0,0,0,0,y
5552,11,6,12,0,1,303,98,1,287,144,6,3,0,0,2,2,0,1,0,0,r
5553,12,6,10,0,0,313,108,1,287,144,6,4,0,0,1,0,1,0,0,0,y
5554,13,6,10,0,0,62,118,1,287,144,6,4,0,0,1,0,1,0,0,0,r
5555,14,6,8,0,0,229,126,1,287,144,6,4,0,0,1,1,0,0,0,0,y
5556,15,6,10,0,0,62,136,1,287,144,6,4,0,0,1,0,1,0,0,0,r
5557,16,6,11,0,0,229,147,2,287,144,6,1,0,0,3,1,1,0,1,0,y
5558,17,6,7,0,0,230,154,3,287,144,6,1,0,0,4,0,1,0,1,0,r
5559,18,6,8,0,0,313,162,3,287,144,6,4,0,0,1,1,0,0,0,0,y
5560,19,6,7,0,0,230,169,3,287,144,6,3,0,0,2,1,0,0,0,0,r
5561,20,6,6,0,0,313,175,5,287,144,6,2,0,0,3,1,0,0,2,0,y
5562,1,6,3,0,0,14,3,0,288,144,6,3,0,0,3,0,0,0,0,0,r
5563,2,6,9,0,0,295,12,0,288,144,6,3,0,0,2,0,1,0,0,0,y
5564,3,6,13,0,0,14,25,0,288,144,6,1,1,0,2,1,1,0,0,0,r
5565,4,6,3,0,0,295,28,1,288,144,6,3,0,0,3,0,0,0,1,0,y
5566,5,6,4,0,0,319,32,1,288,144,6,4,0,0,2,0,0,0,0,0,r
5567,6,6,14,0,0,14,46,1,288,144,6,2,0,0,2,0,2,0,0,0,y
5568,7,6,11,0,0,112,57,1,288,144,6,3,0,0,1,2,0,0,0,0,r
5569,8,6,4,0,0,163,61,1,288,144,6,4,0,0,2,0,0,0,0,0,y
5570,9,6,5,0,0,112,66,1,288,144,6,5,0,0,1,0,0,0,0,0,r
5571,10,6,10,1,0,163,76,1,288,144,6,3,0,0,2,0,1,1,0,0,y
5572,11,6,7,2,0,112,83,1,288,144,6,5,0,0,1,0,0,2,0,0,r
5573,12,6,12,1,0,163,95,1,288,144,6,3,1,0,1,0,1,1,0,0,y
5574,13,6,5,0,0,319,100,1,288,144,6,5,0,0,1,0,0,0,0,0,r
5575,14,6,5,0,0,163,105,1,288,144,6,5,0,0,1,0,0,0,0,0,y
5576,15,6,14,0,0,112,119,1,288,144,6,2,0,0,1,3,0,0,0,0,r
5577,16,6,13,0,0,295,132,1,288,144,6,3,0,0,1,1,1,0,0,0,y
5578,17,6,8,0,0,319,140,2,288,144,6,2,0,0,3,0,1,0,1,0,r
5579,18,6,11,0,0,295,151,2,288,144,6,3,0,0,1,2,0,0,0,0,y
5580,19,6,19,0,0,319,170,2,288,144,6,1,0,0,1,3,1,0,0,0,r
5581,20,3,10,0,0,14,180,2,288,144,6,0,0,0,1,1,1,0,0,0,y
5582,1,6,9,0,0,132,9,0,289,145,6,1,0,0,3,2,0,0,0,0,y
5583,2,6,4,0,0,89,13,0,289,145,6,4,0,0,2,0,0,0,0,0,y
5584,3,6,4,0,0,98,17,0,289,145,6,4,0,0,2,0,0,0,0,0,y
5585,4,6,4,0,0,89,21,0,289,145,6,4,0,0,2,0,0,0,0,0,y
5586,5,6,4,0,0,98,25,0,289,145,6,2,1,0,3,0,0,0,0,0,y
5587,6,6,10,0,0,164,35,0,289,145,6,4,0,0,1,0,1,0,0,0,y
5588,7,6,8,0,0,98,43,0,289,145,6,4,0,0,1,1,0,0,0,0,y
