id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
4971,12,6,10,0,0,6,86,4,257,129,5,2,0,0,2,2,0,0,0,0,y
4972,13,6,8,0,0,163,94,4,257,129,5,4,0,0,1,1,0,0,0,0,y
4973,14,6,12,0,0,169,106,4,257,129,5,2,1,0,1,2,0,0,0,0,y
4974,15,6,4,0,0,163,110,5,257,129,5,4,0,0,2,0,0,0,1,0,y
4975,16,6,10,0,0,14,120,5,257,129,5,2,1,0,2,0,1,0,0,0,y
4976,17,6,7,0,0,10,127,6,257,129,5,3,0,0,2,1,0,0,1,0,y
4977,18,6,16,0,0,14,143,6,257,129,5,2,0,0,1,2,1,0,0,0,y
4978,19,6,11,0,0,10,154,7,257,129,5,1,0,0,3,1,1,0,1,0,y
4979,20,6,8,0,0,6,162,7,257,129,5,4,0,0,1,1,0,0,0,0,y
4980,1,6,7,0,0,270,7,0,258,129,5,3,0,0,2,1,0,0,0,0,y
4981,2,6,1,0,0,269,8,1,258,129,5,1,0,0,5,0,0,0,1,0,y
4982,3,6,6,0,0,271,14,2,258,129,5,0,0,0,5,0,1,0,1,0,y
4983,4,6,6,0,0,269,20,2,258,129,5,2,0,0,3,1,0,0,0,0,y
4984,5,6,8,0,0,271,28,2,258,129,5,2,1,0,2,1,0,0,0,0,y
4985,6,6,2,0,0,270,30,3,258,129,5,2,0,0,4,0,0,0,1,0,y
4986,7,6,7,0,0,267,37,3,258,129,5,3,0,0,2,1,0,0,0,0,y
4987,8,6,12,0,1,268,49,4,258,129,5,3,0,0,2,2,0,1,1,0,y
4988,9,6,5,0,0,267,54,5,258,129,5,1,0,0,4,1,0,0,1,0,y
4989,10,6,6,1,0,268,60,5,258,129,5,5,0,0,1,0,0,1,0,0,y
4990,11,6,7,0,0,267,67,5,258,129,5,3,0,0,2,1,0,0,0,0,y
4991,12,6,6,0,0,268,73,5,258,129,5,6,0,0,0,0,0,0,0,0,y
4992,13,6,11,0,0,269,84,5,258,129,5,3,0,0,1,2,0,0,0,0,y
4993,14,6,12,1,0,268,96,5,258,129,5,3,0,0,1,2,0,1,0,0,y
4994,15,6,14,0,0,271,110,5,258,129,5,2,0,0,1,3,0,0,0,0,y
4995,16,6,6,0,0,269,116,6,258,129,5,2,0,0,3,1,0,0,1,0,y
4996,17,6,13,0,0,271,129,6,258,129,5,1,0,0,2,3,0,0,0,0,y
4997,18,6,4,0,0,270,133,6,258,129,5,4,0,0,2,0,0,0,0,0,y
4998,19,6,11,0,0,267,144,6,258,129,5,3,0,0,1,2,0,0,0,0,y
4999,20,6,7,0,0,270,151,7,258,129,5,3,0,0,2,1,0,0,1,0,y
5000,1,6,4,0,0,52,4,0,259,130,5,4,0,0,2,0,0,0,0,0,y
5001,2,6,8,0,0,54,12,0,259,130,5,2,0,0,3,0,1,0,0,0,g
5002,3,6,10,0,0,52,22,0,259,130,5,2,0,0,2,2,0,0,0,0,y
5003,4,6,10,0,0,54,32,0,259,130,5,2,0,0,2,2,0,0,0,0,g
5004,5,6,2,0,0,50,34,0,259,130,5,2,0,0,4,0,0,0,0,0,y
5005,6,6,0,0,0,53,34,1,259,130,5,0,0,0,6,0,0,0,1,0,g
5006,7,6,2,0,0,50,36,2,259,130,5,2,0,0,4,0,0,0,1,0,y
5007,8,6,12,0,0,53,48,2,259,130,5,2,0,0,2,1,1,0,0,0,g
5008,9,6,7,0,0,50,55,2,259,130,5,3,0,0,2,1,0,0,0,0,y
5009,10,6,10,0,0,55,65,2,259,130,5,2,1,0,2,0,1,0,0,0,g
5010,11,6,2,0,0,52,67,3,259,130,5,2,0,0,4,0,0,0,1,0,y
5011,12,6,8,0,0,55,75,4,259,130,5,2,0,0,3,0,1,0,1,0,g
5012,13,6,8,0,0,50,83,4,259,130,5,4,0,0,1,1,0,0,0,0,y
5013,14,6,3,0,0,55,86,5,259,130,5,3,0,0,3,0,0,0,1,0,g
5014,15,6,5,1,0,53,91,5,259,130,5,0,0,0,5,1,0,1,0,0,y
5015,16,6,21,0,0,55,112,5,259,130,5,1,0,0,1,2,2,0,0,0,g
5016,17,6,8,0,0,52,120,6,259,130,5,2,0,0,3,0,1,0,1,0,y
5017,18,6,11,0,0,54,131,6,259,130,5,1,1,0,2,2,0,0,0,0,g
5018,19,6,9,0,0,53,140,6,259,130,5,3,1,0,1,1,0,0,0,0,y
5019,20,6,19,0,0,54,159,6,259,130,5,1,0,0,1,3,1,0,0,0,g
5020,1,6,9,0,0,295,9,0,260,130,5,3,0,0,2,0,1,0,0,0,y
5021,2,6,12,0,0,294,21,0,260,130,5,2,0,0,2,1,1,0,0,0,g
5022,3,6,7,0,0,164,28,0,260,130,5,3,0,0,2,1,0,0,0,0,y
5023,4,6,7,0,0,295,35,0,260,130,5,3,0,0,2,1,0,0,0,0,g
5024,5,6,3,0,0,164,38,0,260,130,5,3,0,0,3,0,0,0,0,0,y
5025,6,6,17,0,0,294,55,0,260,130,5,1,0,0,2,1,2,0,0,0,g
5026,7,6,9,0,0,113,64,0,260,130,5,3,1,0,1,1,0,0,0,0,y
5027,8,6,10,0,0,112,74,0,260,130,5,4,0,0,1,0,1,0,0,0,g
5028,9,6,13,0,0,164,87,0,260,130,5,3,0,0,1,1,1,0,0,0,y
5029,10,6,9,0,1,112,96,0,260,130,5,4,0,0,2,1,0,1,0,0,g
5030,11,6,15,0,0,113,111,0,260,130,5,3,0,0,1,0,2,0,0,0,y
5031,12,6,14,0,0,112,125,0,260,130,5,2,0,0,1,3,0,0,0,0,g
5032,13,6,5,0,0,164,130,0,260,130,5,5,0,0,1,0,0,0,0,0,y
5033,14,6,16,0,0,295,146,0,260,130,5,2,0,0,1,2,1,0,0,0,g
5034,15,5,15,0,0,113,161,0,260,130,5,1,0,0,1,2,1,0,0,0,y
5035,1,6,11,0,0,87,11,0,261,131,5,1,0,0,3,1,1,0,0,0,r
5036,2,6,12,0,0,162,23,0,261,131,5,2,0,0,2,1,1,0,0,0,y
5037,3,6,9,0,0,89,32,0,261,131,5,3,0,0,2,0,1,0,0,0,r
5038,4,6,14,0,0,93,46,1,261,131,5,0,0,0,3,2,1,0,1,0,y
5039,5,6,0,0,0,89,46,2,261,131,5,0,0,0,6,0,0,0,1,0,r
5040,6,6,11,0,0,162,57,2,261,131,5,1,0,0,3,1,1,0,0,0,y
5041,7,6,5,0,0,92,62,2,261,131,5,5,0,0,1,0,0,0,0,0,r
5042,8,6,16,0,0,93,78,2,261,131,5,0,0,0,3,1,2,0,0,0,y
5043,9,6,11,0,0,92,89,2,261,131,5,3,0,0,1,2,0,0,0,0,r
5044,10,6,10,0,0,87,99,2,261,131,5,4,0,0,1,0,1,0,0,0,y
5045,11,6,8,0,0,92,107,2,261,131,5,4,0,0,1,1,0,0,0,0,r
5046,12,6,13,0,0,94,120,2,261,131,5,3,0,0,1,1,1,0,0,0,y
5047,13,6,9,0,0,93,129,2,261,131,5,3,0,0,2,0,1,0,0,0,r
5048,14,6,6,0,0,87,135,2,261,131,5,2,0,0,3,1,0,0,0,0,y
5049,15,6,11,0,1,92,146,2,261,131,5,4,0,0,2,0,1,1,0,0,r
5050,16,6,9,0,0,162,155,3,261,131,5,1,1,0,3,0,1,0,1,0,y
5051,17,6,16,1,0,89,171,3,261,131,5,1,1,0,1,3,0,1,0,0,r
5052,18,6,19,0,0,162,190,3,261,131,5,1,0,0,1,3,1,0,0,0,y
5053,19,6,11,0,0,89,201,4,261,131,5,1,0,0,3,1,1,0,1,0,r
5054,20,6,9,0,0,93,210,4,261,131,5,3,0,0,2,0,1,0,0,0,y
5055,1,6,11,0,0,26,11,0,262,131,5,1,0,0,3,1,1,0,0,0,r
5056,2,6,14,0,0,281,25,0,262,131,5,2,0,0,2,0,2,0,0,0,y
5057,3,6,18,0,0,230,43,0,262,131,5,0,0,0,3,0,3,0,0,0,r
5058,4,6,1,0,0,26,44,1,262,131,5,1,0,0,5,0,0,0,1,0,y
5059,5,6,10,0,0,281,54,1,262,131,5,2,1,0,2,0,1,0,0,0,r
5060,6,6,11,0,0,26,65,1,262,131,5,1,0,0,3,1,1,0,0,0,y
5061,7,6,5,0,0,23,70,1,262,131,5,5,0,0,1,0,0,0,0,0,r
5062,8,6,2,0,0,243,72,2,262,131,5,2,0,0,4,0,0,0,1,0,y
5063,9,6,12,1,0,23,84,2,262,131,5,3,0,0,1,2,0,1,0,0,r
5064,10,6,10,0,0,243,94,2,262,131,5,4,0,0,1,0,1,0,0,0,y
5065,11,6,2,0,0,230,96,3,262,131,5,2,0,0,4,0,0,0,1,0,r
5066,12,6,2,0,0,280,98,4,262,131,5,2,0,0,4,0,0,0,1,0,y
5067,13,6,13,0,0,230,111,4,262,131,5,3,0,0,1,1,1,0,0,0,r
5068,14,6,15,0,0,280,126,4,262,131,5,3,0,0,1,0,2,0,0,0,y
5069,15,6,6,1,0,23,132,4,262,131,5,5,0,0,1,0,0,1,0,0,r
5070,16,6,12,0,0,281,144,4,262,131,5,2,0,0,2,1,1,0,0,0,y
5071,17,6,13,0,0,280,157,4,262,131,5,3,0,0,1,1,1,0,0,0,r
5072,18,6,6,0,0,26,163,5,262,131,5,2,0,0,3,1,0,0,1,0,y
5073,19,6,23,0,0,281,186,5,262,131,5,1,0,0,1,1,3,0,0,0,r
5074,20,6,15,0,0,230,201,6,262,131,5,1,0,0,2,2,1,0,1,0,y
5075,1,6,6,0,0,295,6,0,263,132,5,2,0,0,3,1,0,0,0,0,y
5076,2,6,7,0,0,294,13,0,263,132,5,3,0,0,2,1,0,0,0,0,g
5077,3,6,7,0,0,164,20,0,263,132,5,1,0,0,4,0,1,0,0,0,y
5078,4,6,8,0,0,294,28,0,263,132,5,2,0,0,3,0,1,0,0,0,g
5079,5,6,10,0,0,164,38,0,263,132,5,2,0,0,2,2,0,0,0,0,y
5080,6,6,12,0,0,295,50,0,263,132,5,2,0,0,2,1,1,0,0,0,g
5081,7,6,5,0,0,113,55,0,263,132,5,5,0,0,1,0,0,0,0,0,y
5082,8,6,7,0,0,112,62,0,263,132,5,3,0,0,2,1,0,0,0,0,g
5083,9,6,11,0,0,113,73,0,263,132,5,3,0,0,1,2,0,0,0,0,y
5084,10,6,10,0,0,112,83,0,263,132,5,4,0,0,1,0,1,0,0,0,g
5085,11,6,5,0,0,164,88,0,263,132,5,5,0,0,1,0,0,0,0,0,y
5086,12,6,8,0,0,112,96,0,263,132,5,4,0,0,1,1,0,0,0,0,g
5087,13,6,11,0,0,113,107,0,263,132,5,3,0,0,1,2,0,0,0,0,y
5088,14,6,5,0,0,294,112,0,263,132,5,5,0,0,1,0,0,0,0,0,g
5089,15,6,6,0,0,113,118,1,263,132,5,2,0,0,3,1,0,0,1,0,y
5090,16,6,6,0,0,112,124,2,263,132,5,2,0,0,3,1,0,0,1,0,g
5091,17,6,14,0,0,164,138,3,263,132,5,0,0,0,3,2,1,0,1,0,y
5092,18,6,11,0,0,295,149,3,263,132,5,1,2,0,2,0,1,0,0,0,g
5093,19,6,10,0,0,294,159,4,263,132,5,0,0,0,4,1,1,0,1,0,y
5094,20,6,13,0,0,295,172,5,263,132,5,1,1,0,2,1,1,0,1,0,g
5095,1,6,11,0,0,36,11,0,264,132,5,1,0,0,3,1,1,0,0,0,y
5096,2,6,4,0,0,198,15,0,264,132,5,2,1,0,3,0,0,0,0,0,g
5097,3,6,3,0,0,35,18,0,264,132,5,3,0,0,3,0,0,0,0,0,y
5098,4,6,8,0,0,198,26,0,264,132,5,2,1,0,2,1,0,0,0,0,g
5099,5,6,10,0,0,36,36,0,264,132,5,2,0,0,2,2,0,0,0,0,y
5100,6,6,2,0,0,35,38,1,264,132,5,2,0,0,4,0,0,0,1,0,g
5101,7,6,5,0,0,33,43,2,264,132,5,1,0,0,4,1,0,0,1,0,y
5102,8,6,14,0,0,39,57,2,264,132,5,4,0,0,0,1,1,0,0,0,g
5103,9,6,10,0,1,33,67,2,264,132,5,3,0,0,3,0,1,1,0,0,y
5104,10,6,4,0,0,39,71,2,264,132,5,4,0,0,2,0,0,0,0,0,g
5105,11,6,3,0,0,36,74,3,264,132,5,3,0,0,3,0,0,0,1,0,y
5106,12,6,8,0,0,39,82,3,264,132,5,4,0,0,1,1,0,0,0,0,g
5107,13,6,6,0,0,33,88,3,264,132,5,4,1,0,1,0,0,0,0,0,y
5108,14,6,7,0,0,39,95,4,264,132,5,3,0,0,2,1,0,0,1,0,g
5109,15,6,9,2,0,33,104,4,264,132,5,3,0,0,2,1,0,2,0,0,y
5110,16,6,8,0,0,198,114,4,264,132,5,4,0,0,0,1,0,0,0,2,g
5111,17,6,11,0,0,35,125,4,264,132,5,3,0,0,1,2,0,0,0,0,y
5112,18,6,11,0,0,198,136,5,264,132,5,1,0,0,3,1,1,0,1,0,g
5113,19,6,14,0,0,36,150,5,264,132,5,2,0,0,1,3,0,0,0,0,y
5114,20,6,15,0,0,35,165,6,264,132,5,1,1,0,2,0,2,0,1,0,g
5115,1,6,6,0,0,270,6,0,265,133,5,2,0,0,3,1,0,0,0,0,y
5116,2,6,1,0,0,269,7,1,265,133,5,1,0,0,5,0,0,0,1,0,y
5117,3,6,4,0,0,270,11,1,265,133,5,4,0,0,2,0,0,0,0,0,y
5118,4,6,3,0,0,269,14,2,265,133,5,3,0,0,3,0,0,0,1,0,y
5119,5,6,6,0,0,271,20,2,265,133,5,2,0,0,3,1,0,0,0,0,y
5120,6,6,3,0,0,269,23,2,265,133,5,3,0,0,3,0,0,0,0,0,y
5121,7,6,15,0,0,267,38,2,265,133,5,1,0,0,2,2,1,0,0,0,y
5122,8,6,5,0,0,268,43,2,265,133,5,5,0,0,1,0,0,0,0,0,y
5123,9,6,6,1,0,228,49,2,265,133,5,5,0,0,1,0,0,1,0,0,y
5124,10,6,2,0,0,268,51,3,265,133,5,2,0,0,4,0,0,0,1,0,y
5125,11,6,13,0,0,228,64,3,265,133,5,3,0,0,1,1,1,0,0,0,y
5126,12,6,6,0,0,268,70,4,265,133,5,2,0,0,3,1,0,0,1,0,y
5127,13,6,4,0,0,271,74,4,265,133,5,4,0,0,2,0,0,0,0,0,y
5128,14,6,5,0,0,268,79,4,265,133,5,5,0,0,1,0,0,0,0,0,y
5129,15,6,6,0,0,271,85,5,265,133,5,0,0,0,5,0,1,0,1,0,y
5130,16,6,9,1,0,269,94,5,265,133,5,4,0,0,1,1,0,1,0,0,y
5131,17,6,7,0,0,270,101,6,265,133,5,1,0,0,4,0,1,0,1,0,y
5132,18,6,16,0,0,267,117,6,265,133,5,2,0,0,1,2,1,0,0,0,y
5133,19,6,4,0,0,270,121,6,265,133,5,4,0,0,2,0,0,0,0,0,y
5134,20,6,12,0,0,271,133,7,265,133,5,2,0,0,2,1,1,0,1,0,y
5135,1,6,2,0,0,87,2,0,266,133,5,2,0,0,4,0,0,0,0,0,y
5136,2,6,7,0,0,162,9,0,266,133,5,3,0,0,2,1,0,0,0,0,y
5137,3,6,8,0,0,89,17,0,266,133,5,2,0,0,3,0,1,0,0,0,y
5138,4,6,12,0,0,162,29,0,266,133,5,2,0,0,2,1,1,0,0,0,y
5139,5,6,4,0,0,93,33,0,266,133,5,4,0,0,2,0,0,0,0,0,y
5140,6,6,1,0,0,89,34,1,266,133,5,1,0,0,5,0,0,0,1,0,y
5141,7,6,14,0,0,93,48,1,266,133,5,2,0,0,2,0,2,0,0,0,y
5142,8,6,4,0,0,89,52,1,266,133,5,4,0,0,2,0,0,0,0,0,y
5143,9,6,2,0,0,92,54,2,266,133,5,2,0,0,4,0,0,0,1,0,y
5144,10,6,10,0,0,94,64,2,266,133,5,2,0,0,2,2,0,0,0,0,y
5145,11,6,5,0,0,92,69,2,266,133,5,5,0,0,1,0,0,0,0,0,y
5146,12,6,8,0,0,87,77,3,266,133,5,0,0,0,4,2,0,0,1,0,y
5147,13,6,5,0,0,92,82,3,266,133,5,5,0,0,1,0,0,0,0,0,y
5148,14,6,7,0,0,87,89,4,266,133,5,3,0,0,2,1,0,0,1,0,y
5149,15,6,6,0,0,92,95,5,266,133,5,2,0,0,3,1,0,0,1,0,y
5150,16,6,19,0,0,93,114,5,266,133,5,1,0,0,1,3,1,0,0,0,y
5151,17,6,11,0,0,162,125,5,266,133,5,3,1,0,1,0,1,0,0,0,y
5152,18,4,12,0,0,93,137,5,266,133,5,0,0,0,2,0,2,0,0,0,y
5153,1,6,5,0,0,36,5,0,267,134,5,1,0,0,4,1,0,0,0,0,y
5154,2,6,1,0,0,198,6,1,267,134,5,1,0,0,5,0,0,0,1,0,r
5155,3,6,4,0,0,35,10,1,267,134,5,4,0,0,2,0,0,0,0,0,y
5156,4,6,4,0,0,198,14,1,267,134,5,4,0,0,2,0,0,0,0,0,r
5157,5,6,12,0,0,36,26,2,267,134,5,0,0,0,4,0,2,0,1,0,y
5158,6,6,6,0,0,35,32,2,267,134,5,2,0,0,3,1,0,0,0,0,r
5159,7,6,8,0,0,33,40,2,267,134,5,4,0,0,1,1,0,0,0,0,y
5160,8,6,5,0,0,39,45,2,267,134,5,5,0,0,1,0,0,0,0,0,r
5161,9,6,10,0,0,32,55,2,267,134,5,2,0,0,2,2,0,0,0,0,y
5162,10,6,6,1,0,39,61,2,267,134,5,5,0,0,1,0,0,1,0,0,r
5163,11,6,15,0,0,33,76,2,267,134,5,3,0,0,1,0,2,0,0,0,y
5164,12,6,8,0,0,39,84,2,267,134,5,4,0,0,1,1,0,0,0,0,r
5165,13,6,6,0,0,36,90,2,267,134,5,2,2,0,2,0,0,0,0,0,y
5166,14,6,2,0,0,39,92,3,267,134,5,2,0,0,4,0,0,0,1,0,r
5167,15,6,2,0,0,32,94,4,267,134,5,2,0,0,4,0,0,0,1,0,y
5168,16,6,4,0,0,198,98,4,267,134,5,4,0,0,2,0,0,0,0,0,r
5169,17,6,11,0,0,35,109,4,267,134,5,2,1,1,1,1,0,0,0,0,y
5170,18,6,17,0,0,198,126,4,267,134,5,1,1,0,1,2,1,0,0,0,r
5171,19,6,5,0,0,36,131,4,267,134,5,3,1,0,2,0,0,0,0,0,y
5172,20,6,3,0,0,35,134,6,267,134,5,3,0,0,3,0,0,0,2,0,r
5173,1,6,4,0,0,270,4,0,268,134,5,4,0,0,2,0,0,0,0,0,y
5174,2,6,8,0,0,271,12,0,268,134,5,2,0,0,3,0,1,0,0,0,r
5175,3,6,9,0,0,269,21,0,268,134,5,3,0,0,2,0,1,0,0,0,y
5176,4,6,2,1,0,271,23,1,268,134,5,1,0,0,5,0,0,1,1,0,r
5177,5,6,7,0,0,269,30,2,268,134,5,1,0,0,4,0,1,0,1,0,y
5178,6,6,8,0,0,271,38,2,268,134,5,2,0,0,3,0,1,0,0,0,r
5179,7,6,10,0,1,269,48,2,268,134,5,3,1,0,2,1,0,1,0,0,y
5180,8,6,17,0,1,268,65,2,268,134,5,2,0,0,2,2,1,1,0,0,r
5181,9,6,12,0,0,270,77,3,268,134,5,2,0,0,2,1,1,0,1,0,y
5182,10,6,9,0,0,267,86,3,268,134,5,3,0,0,2,0,1,0,0,0,r
5183,11,6,9,0,0,268,95,3,268,134,5,3,1,0,1,1,0,0,0,0,y
5184,12,6,7,0,0,270,102,4,268,134,5,3,0,0,2,1,0,0,1,0,r
5185,13,6,4,0,0,269,106,5,268,134,5,2,1,0,3,0,0,0,1,0,y
5186,14,6,12,0,0,271,118,5,268,134,5,2,0,0,2,1,1,0,0,0,r
5187,15,6,17,0,0,270,135,5,268,134,5,1,0,0,1,4,0,0,0,0,y
5188,1,6,6,0,0,52,6,0,269,135,6,4,1,0,1,0,0,0,0,0,y
5189,2,6,8,0,0,268,14,0,269,135,6,2,0,0,3,0,1,0,0,0,g
5190,3,6,8,0,1,52,22,1,269,135,6,3,0,0,3,1,0,1,1,0,y
5191,4,6,10,0,0,315,32,1,269,135,6,2,0,0,2,2,0,0,0,0,g
5192,5,6,10,0,0,140,42,1,269,135,6,2,1,0,2,0,1,0,0,0,y
5193,6,6,7,0,0,13,49,1,269,135,6,3,0,0,2,1,0,0,0,0,g
5194,7,6,5,0,0,140,54,1,269,135,6,5,0,0,1,0,0,0,0,0,y
5195,8,6,10,0,0,13,64,1,269,135,6,4,0,0,1,0,1,0,0,0,g
5196,9,6,8,0,0,140,72,1,269,135,6,4,0,0,1,1,0,0,0,0,y
5197,10,6,5,0,0,315,77,2,269,135,6,1,0,0,4,1,0,0,1,0,g
5198,11,6,5,0,0,268,82,2,269,135,6,5,0,0,1,0,0,0,0,0,y
5199,12,6,7,1,0,13,89,3,269,135,6,2,0,0,3,1,0,1,1,0,g
5200,13,6,8,0,0,268,97,3,269,135,6,4,0,0,1,1,0,0,0,0,y
5201,14,6,5,0,0,13,102,3,269,135,6,5,0,0,1,0,0,0,0,0,g
5202,15,6,17,0,0,140,119,3,269,135,6,1,0,0,1,4,0,0,0,0,y
5203,16,6,8,0,0,268,127,3,269,135,6,4,0,0,1,1,0,0,0,0,g
5204,17,6,5,0,0,52,132,4,269,135,6,2,0,1,3,0,0,0,1,0,y
5205,18,6,10,0,0,315,142,4,269,135,6,2,1,0,2,0,1,0,0,0,g
5206,19,6,15,0,0,52,157,4,269,135,6,1,0,0,2,2,1,0,0,0,y
5207,20,6,10,0,0,315,167,4,269,135,6,4,0,0,1,0,1,0,0,0,g
5208,1,6,13,0,0,54,13,0,270,135,6,1,0,0,2,3,0,0,0,0,g
5209,2,6,16,0,0,12,29,0,270,135,6,2,0,0,1,2,1,0,0,0,y
5210,3,6,14,0,0,271,43,0,270,135,6,2,0,0,2,0,2,0,0,0,g
5211,4,6,13,0,0,12,56,0,270,135,6,3,0,0,1,1,1,0,0,0,y
5212,5,6,6,0,0,54,62,1,270,135,6,2,0,0,3,1,0,0,1,0,g
5213,6,6,1,0,0,271,63,2,270,135,6,1,0,0,5,0,0,0,1,0,y
5214,7,6,11,0,0,11,74,2,270,135,6,3,0,0,1,2,0,0,0,0,g
5215,8,6,8,0,0,9,82,2,270,135,6,4,0,0,1,1,0,0,0,0,y
5216,9,6,11,0,0,11,93,2,270,135,6,3,1,0,1,0,1,0,0,0,g
5217,10,6,8,0,0,9,101,2,270,135,6,4,0,0,1,1,0,0,0,0,y
5218,11,6,5,0,0,271,106,2,270,135,6,5,0,0,1,0,0,0,0,0,g
5219,12,6,10,1,0,9,116,2,270,135,6,3,0,0,2,0,1,1,0,0,y
5220,13,6,8,0,0,11,124,2,270,135,6,4,0,0,1,1,0,0,0,0,g
5221,14,6,10,0,0,9,134,2,270,135,6,4,0,0,1,0,1,0,0,0,y
5222,15,6,12,0,0,12,146,3,270,135,6,2,0,0,2,1,1,0,1,0,g
5223,16,6,7,0,0,271,153,4,270,135,6,3,0,0,2,1,0,0,1,0,y
5224,17,6,7,0,0,54,160,5,270,135,6,1,0,0,4,0,1,0,1,0,g
5225,18,4,11,0,0,12,171,5,270,135,6,1,0,0,1,1,1,0,0,0,y
5226,1,6,4,0,0,78,4,0,271,136,6,4,0,0,2,0,0,0,0,0,y
5227,2,6,9,0,0,35,13,0,271,136,6,3,0,0,2,0,1,0,0,0,r
5228,3,6,4,0,0,78,17,1,271,136,6,0,0,0,5,1,0,0,1,0,y
5229,4,6,8,0,0,304,25,1,271,136,6,2,0,0,3,0,1,0,0,0,r
5230,5,6,7,0,0,35,32,1,271,136,6,3,0,0,2,1,0,0,0,0,y
5231,6,6,2,0,0,304,34,2,271,136,6,2,0,0,4,0,0,0,1,0,r
5232,7,6,12,0,0,188,46,2,271,136,6,2,1,0,1,2,0,0,0,0,y
5233,8,6,1,0,0,304,47,3,271,136,6,1,0,0,5,0,0,0,1,0,r
5234,9,6,5,0,0,188,52,3,271,136,6,5,0,0,1,0,0,0,0,0,y
5235,10,6,8,0,0,267,60,3,271,136,6,4,0,0,1,1,0,0,0,0,r
5236,11,6,4,0,0,188,64,3,271,136,6,4,0,0,2,0,0,0,0,0,y
5237,12,6,5,0,0,267,69,3,271,136,6,3,1,0,2,0,0,0,0,0,r
5238,13,6,12,0,0,78,81,3,271,136,6,2,0,0,2,1,1,0,0,0,y
5239,14,6,6,0,0,267,87,4,271,136,6,2,0,0,3,1,0,0,1,0,r
5240,15,6,6,0,0,188,93,5,271,136,6,2,0,0,3,1,0,0,1,0,y
5241,16,6,13,0,0,267,106,5,271,136,6,3,0,0,1,1,1,0,0,0,r
5242,17,6,12,0,0,35,118,5,271,136,6,2,0,0,2,1,1,0,0,0,y
5243,18,6,20,0,0,304,138,5,271,136,6,2,0,0,1,0,3,0,0,0,r
5244,19,6,13,0,0,78,151,5,271,136,6,3,0,0,1,1,1,0,0,0,y
5245,20,6,12,0,0,35,163,5,271,136,6,4,0,0,0,2,0,0,0,0,r
5246,1,6,9,0,0,10,9,0,272,136,6,3,0,0,2,0,1,0,0,0,y
5247,2,6,6,0,0,169,15,0,272,136,6,2,0,0,3,1,0,0,0,0,r
5248,3,6,7,0,0,10,22,0,272,136,6,3,0,0,2,1,0,0,0,0,y
5249,4,6,7,0,0,169,29,0,272,136,6,3,0,0,2,1,0,0,0,0,r
5250,5,6,7,0,0,50,36,0,272,136,6,3,0,0,2,1,0,0,0,0,y
5251,6,6,9,0,0,281,45,1,272,136,6,1,0,0,3,2,0,0,1,0,r
5252,7,6,5,0,0,50,50,1,272,136,6,5,0,0,1,0,0,0,0,0,y
5253,8,6,6,0,0,92,56,1,272,136,6,4,1,0,1,0,0,0,0,0,r
5254,9,6,5,0,0,50,61,2,272,136,6,3,1,0,2,0,0,0,1,0,y
5255,10,6,13,0,0,92,74,2,272,136,6,3,0,0,1,1,1,0,0,0,r
5256,11,6,8,0,0,50,82,2,272,136,6,4,0,0,1,1,0,0,0,0,y
5257,12,6,9,0,0,281,91,3,272,136,6,3,0,0,2,0,1,0,1,0,r
5258,13,6,6,1,0,318,97,3,272,136,6,5,0,0,1,0,0,1,0,0,y
5259,14,6,5,0,0,281,102,3,272,136,6,5,0,0,1,0,0,0,0,0,r
5260,15,6,15,0,1,318,117,3,272,136,6,2,1,0,2,1,1,1,0,0,y
5261,16,6,11,0,0,169,128,3,272,136,6,3,1,0,1,0,1,0,0,0,r
5262,17,6,7,0,0,10,135,3,272,136,6,4,0,1,1,0,0,0,0,0,y
5263,18,6,14,0,0,281,149,3,272,136,6,2,0,0,1,3,0,0,0,0,r
5264,19,6,15,0,0,10,164,3,272,136,6,2,0,1,1,1,1,0,0,0,y
5265,1,6,7,0,0,14,7,0,273,137,6,1,0,0,4,0,1,0,0,0,y
5266,2,6,10,0,0,295,17,0,273,137,6,2,1,0,2,0,1,0,0,0,y
5267,3,6,4,0,0,14,21,0,273,137,6,4,0,0,2,0,0,0,0,0,y
5268,4,6,7,0,0,112,28,0,273,137,6,3,0,0,2,1,0,0,0,0,y
5269,5,6,6,2,0,295,34,0,273,137,6,4,0,0,2,0,0,2,0,0,y
5270,6,6,12,0,0,203,46,0,273,137,6,2,0,0,2,1,1,0,0,0,y
5271,7,6,11,0,0,163,57,0,273,137,6,3,0,0,1,2,0,0,0,0,y
5272,8,6,14,0,0,112,71,0,273,137,6,2,0,0,1,3,0,0,0,0,y
5273,9,6,16,0,0,203,87,0,273,137,6,2,0,0,1,2,1,0,0,0,y
5274,10,6,11,0,0,163,98,0,273,137,6,3,0,0,1,2,0,0,0,0,y
5275,11,6,5,0,0,14,103,0,273,137,6,5,0,0,1,0,0,0,0,0,y
5276,12,6,11,0,0,265,114,0,273,137,6,3,0,0,1,2,0,0,0,0,y
5277,13,6,9,0,1,163,123,0,273,137,6,4,0,0,2,1,0,1,0,0,y
5278,14,6,14,1,0,112,137,0,273,137,6,3,0,0,1,1,1,1,0,0,y
5279,15,6,11,0,0,163,148,0,273,137,6,3,0,0,1,2,0,0,0,0,y
